ASIN,内容,_text,_score,_group,_id,sentiment,sentiment_conf,cluster_id
文化,"每个人心中都有一座城，每座城都有属于自己的故事。有历经岁月沧桑的广济桥，看尽悲欢离合的古城墙。千年古寺见证了繁华盛世，22座牌坊的历史耐人寻味，还有老街藏着人间的烟火气。如果你来不了潮州，我就把潮州夜景拍给你看。潮州古城位于潮州市老城区，有1600多年历史，藏有700多处文物古迹，是以潮展开,每个人心中都有一座城，每座城都有属于自己的故事。有历经岁月沧桑的广济桥，看尽悲欢离合的古城墙。千年古寺见证了繁华盛世，22座牌坊的历史耐人寻味，还有老街藏着人间的烟火气。如果你来不了潮州，我就把潮州夜景拍给你看。潮州古城位于潮州市老城区，有1600多年历史，藏有700多处文物古迹，是以潮州方言、潮剧、潮州音乐、潮州菜、潮州工艺、潮州工夫茶为代表的旅游城市。潮州古城主要景点：1.广济门城楼：俗称东门楼，是潮州古城最大城楼，面临韩江，直对广济桥，是潮州八景之一。2.广济桥：俗称湘子桥，位于潮州古城东门外，横跨韩江。广济桥始建于南宋，集梁桥、浮桥、拱桥于一体，被称为“世界上最早的启闭式桥梁，还是是中国四大古桥之一。3.开元寺：始建于唐朝，有千年历史，占地面积2万平方米，整座寺院保留了唐代平面布局，又凝结了宋、元、明、清的建筑艺术。4.牌坊街：包括太平路、东门街两条骑楼商业街，共有明清古牌坊22座。牌坊主要集中于太平路(大街)，纵贯古城南北，鳞次栉比，是潮州历史文化街区。via@蒲芯大人leela 蒲芯大人leela的微博视频 收起","每个人心中都有一座城，每座城都有属于自己的故事。有历经岁月沧桑的广济桥，看尽悲欢离合的古城墙。千年古寺见证了繁华盛世，22座牌坊的历史耐人寻味，还有老街藏着人间的烟火气。如果你来不了潮州，我就把潮州夜景拍给你看。潮州古城位于潮州市老城区，有1600多年历史，藏有700多处文物古迹，是以潮展开,每个人心中都有一座城，每座城都有属于自己的故事。有历经岁月沧桑的广济桥，看尽悲欢离合的古城墙。千年古寺见证了繁华盛世，22座牌坊的历史耐人寻味，还有老街藏着人间的烟火气。如果你来不了潮州，我就把潮州夜景拍给你看。潮州古城位于潮州市老城区，有1600多年历史，藏有700多处文物古迹，是以潮州方言、潮剧、潮州音乐、潮州菜、潮州工艺、潮州工夫茶为代表的旅游城市。潮州古城主要景点：1.广济门城楼：俗称东门楼，是潮州古城最大城楼，面临韩江，直对广济桥，是潮州八景之一。2.广济桥：俗称湘子桥，位于潮州古城东门外，横跨韩江。广济桥始建于南宋，集梁桥、浮桥、拱桥于一体，被称为“世界上最早的启闭式桥梁，还是是中国四大古桥之一。3.开元寺：始建于唐朝，有千年历史，占地面积2万平方米，整座寺院保留了唐代平面布局，又凝结了宋、元、明、清的建筑艺术。4.牌坊街：包括太平路、东门街两条骑楼商业街，共有明清古牌坊22座。牌坊主要集中于太平路(大街)，纵贯古城南北，鳞次栉比，是潮州历史文化街区。via@蒲芯大人leela 蒲芯大人leela的微博视频 收起",,文化,539,positive,0.9991298317909241,4
古城,潮州之旅 去了趟潮州参加朋友的婚礼，顺便去了广济桥，牌坊街，领略潮州古城的魅力，唯一遗憾的是没有见到白天的广济桥，和开元寺。 绿洲 ,潮州之旅 去了趟潮州参加朋友的婚礼，顺便去了广济桥，牌坊街，领略潮州古城的魅力，唯一遗憾的是没有见到白天的广济桥，和开元寺。 绿洲 ,,古城,540,positive,0.99918133020401,19
古城,"潮州-南靖-永定攻略Day1:上海揭阳- 东山湖温泉 Day2:潮州-潮州市博物馆 Day3:潮州古城-饶宗颐学术馆-广济门城楼-广济桥-韩文公祠-韩江 Day4:潮州古城-开元寺-牌坊街-己略黄公祠-甲第巷 Day5:潮州西湖-青龙古庙-凤凰洲公园 Day6:前美古村 Day7:南靖云水谣古镇 Day8:南靖土楼 Day9:永定土楼 Day10:展开,潮州-南靖-永定攻略Day1:上海揭阳- 东山湖温泉 Day2:潮州-潮州市博物馆 Day3:潮州古城-饶宗颐学术馆-广济门城楼-广济桥-韩文公祠-韩江 Day4:潮州古城-开元寺-牌坊街-己略黄公祠-甲第巷 Day5:潮州西湖-青龙古庙-凤凰洲公园 Day6:前美古村 Day7:南靖云水谣古镇 Day8:南靖土楼 Day9:永定土楼 Day10:龙岩站上海 收起","潮州-南靖-永定攻略Day1:上海揭阳- 东山湖温泉 Day2:潮州-潮州市博物馆 Day3:潮州古城-饶宗颐学术馆-广济门城楼-广济桥-韩文公祠-韩江 Day4:潮州古城-开元寺-牌坊街-己略黄公祠-甲第巷 Day5:潮州西湖-青龙古庙-凤凰洲公园 Day6:前美古村 Day7:南靖云水谣古镇 Day8:南靖土楼 Day9:永定土楼 Day10:展开,潮州-南靖-永定攻略Day1:上海揭阳- 东山湖温泉 Day2:潮州-潮州市博物馆 Day3:潮州古城-饶宗颐学术馆-广济门城楼-广济桥-韩文公祠-韩江 Day4:潮州古城-开元寺-牌坊街-己略黄公祠-甲第巷 Day5:潮州西湖-青龙古庙-凤凰洲公园 Day6:前美古村 Day7:南靖云水谣古镇 Day8:南靖土楼 Day9:永定土楼 Day10:龙岩站上海 收起",,古城,541,positive,0.915429949760437,10
美食,"瀛洲酒店始建于民国十四年（1925），是潮州古城牌坊街的一间老牌历史酒店，如今已被改装成为瀛洲设计酒店，这栋老建筑被翻新修建，但仍保留着本来的样貌。在潮汕，没有卤鹅的饭局都不算“局”，来到潮州吃美食，必然少不了卤鹅。瀛州狮头鹅位于瀛洲酒店的一楼，店面装修与古老的建筑相融，分外和谐，展开,瀛洲酒店始建于民国十四年（1925），是潮州古城牌坊街的一间老牌历史酒店，如今已被改装成为瀛洲设计酒店，这栋老建筑被翻新修建，但仍保留着本来的样貌。在潮汕，没有卤鹅的饭局都不算“局”，来到潮州吃美食，必然少不了卤鹅。瀛州狮头鹅位于瀛洲酒店的一楼，店面装修与古老的建筑相融，分外和谐，空间虽小，环境却简单雅致，干净整洁。这家的卤鹅肉质柔软，吃起来醇厚饱满，调味不咸不淡刚刚好，只要点一份卤味拼盘或者狮头鹅套餐，就能体验到多倍的快乐。“饭局”自然少不了主食，雪白的蒸饭颗粒分明，米香扑鼻，最适合与卤鹅搭配起来品尝，吃得差不多了就来一碗笋丝汤，清爽可口，让人不禁倍感幸福。kol潮玩潮安 潮州 收起","瀛洲酒店始建于民国十四年（1925），是潮州古城牌坊街的一间老牌历史酒店，如今已被改装成为瀛洲设计酒店，这栋老建筑被翻新修建，但仍保留着本来的样貌。在潮汕，没有卤鹅的饭局都不算“局”，来到潮州吃美食，必然少不了卤鹅。瀛州狮头鹅位于瀛洲酒店的一楼，店面装修与古老的建筑相融，分外和谐，展开,瀛洲酒店始建于民国十四年（1925），是潮州古城牌坊街的一间老牌历史酒店，如今已被改装成为瀛洲设计酒店，这栋老建筑被翻新修建，但仍保留着本来的样貌。在潮汕，没有卤鹅的饭局都不算“局”，来到潮州吃美食，必然少不了卤鹅。瀛州狮头鹅位于瀛洲酒店的一楼，店面装修与古老的建筑相融，分外和谐，空间虽小，环境却简单雅致，干净整洁。这家的卤鹅肉质柔软，吃起来醇厚饱满，调味不咸不淡刚刚好，只要点一份卤味拼盘或者狮头鹅套餐，就能体验到多倍的快乐。“饭局”自然少不了主食，雪白的蒸饭颗粒分明，米香扑鼻，最适合与卤鹅搭配起来品尝，吃得差不多了就来一碗笋丝汤，清爽可口，让人不禁倍感幸福。kol潮玩潮安 潮州 收起",,美食,542,positive,0.9999146461486816,12
文化,"KOL潮玩潮安住在古城，步行就能到牌坊街逛吃逛吃~来到潮州旅游，广济桥、牌坊街、开元寺可以说是必打卡点了，留出一天时间，住在城区，慢慢逛逛周边的景点，是一个很不错的选择。趣睡最美花筑 这次我们入住了花筑东门客栈(潮州古城牌坊街广济桥店)，体验感很不错。地址：湘桥区湘桥街道东平展开,KOL潮玩潮安住在古城，步行就能到牌坊街逛吃逛吃~来到潮州旅游，广济桥、牌坊街、开元寺可以说是必打卡点了，留出一天时间，住在城区，慢慢逛逛周边的景点，是一个很不错的选择。趣睡最美花筑 这次我们入住了花筑东门客栈(潮州古城牌坊街广济桥店)，体验感很不错。地址：湘桥区湘桥街道东平路李厝巷9号人均价格200元，性价比可以说是蛮高的啦。中式风格我非常喜欢，进入酒店，有一种闹中取静的舒适感。附近就有智能停车场，停车方便，而且离各大景点都很近，步行就能到达。 收起","KOL潮玩潮安住在古城，步行就能到牌坊街逛吃逛吃~来到潮州旅游，广济桥、牌坊街、开元寺可以说是必打卡点了，留出一天时间，住在城区，慢慢逛逛周边的景点，是一个很不错的选择。趣睡最美花筑 这次我们入住了花筑东门客栈(潮州古城牌坊街广济桥店)，体验感很不错。地址：湘桥区湘桥街道东平展开,KOL潮玩潮安住在古城，步行就能到牌坊街逛吃逛吃~来到潮州旅游，广济桥、牌坊街、开元寺可以说是必打卡点了，留出一天时间，住在城区，慢慢逛逛周边的景点，是一个很不错的选择。趣睡最美花筑 这次我们入住了花筑东门客栈(潮州古城牌坊街广济桥店)，体验感很不错。地址：湘桥区湘桥街道东平路李厝巷9号人均价格200元，性价比可以说是蛮高的啦。中式风格我非常喜欢，进入酒店，有一种闹中取静的舒适感。附近就有智能停车场，停车方便，而且离各大景点都很近，步行就能到达。 收起",,文化,543,positive,0.9998595714569092,19
环境,《走过牌坊街 人生不凡路》走一趟潮州牌坊街，看到的景色和了解的历史真是令人感动，人生也在这一走、一看、一想中得到提升。在潮州，走一趟牌坊街，就可以了解到潮州古城的前世今生。网页链接 KOL潮玩潮安 ,《走过牌坊街 人生不凡路》走一趟潮州牌坊街，看到的景色和了解的历史真是令人感动，人生也在这一走、一看、一想中得到提升。在潮州，走一趟牌坊街，就可以了解到潮州古城的前世今生。网页链接 KOL潮玩潮安 ,,环境,544,positive,0.9858031272888184,19
古城,"来广东潮安，必然会到牌坊街游玩，首先映入眼帘的是广济门城楼，这是一座宫殿式三层歇山顶阁楼，壮观得很，民间俗称“东门楼”，列潮州古城中七座城楼之首。牌坊街地处古城中心，长2公里，沿街有22座明清古牌坊，其中明代的18座，清代的4座，前后历经268年，无论是数量还是种类，均为全国之最。每座展开,来广东潮安，必然会到牌坊街游玩，首先映入眼帘的是广济门城楼，这是一座宫殿式三层歇山顶阁楼，壮观得很，民间俗称“东门楼”，列潮州古城中七座城楼之首。牌坊街地处古城中心，长2公里，沿街有22座明清古牌坊，其中明代的18座，清代的4座，前后历经268年，无论是数量还是种类，均为全国之最。每座牌坊各有其名，有状元坊、榜眼坊、尚书坊、柱史坊、大总制坊、四进士坊、七俊坊，还有八十八岁中进士的木天人瑞坊、父子兄弟俱中进士的科甲济美坊、金榜联芳坊等，或表彰科考状元，或赞扬忠节孝义，或歌颂功德功名，每座牌坊都有一段辉煌的历史，背后都有一个故事。不光有牌坊，满大街都开着店，卖着你想要的东西，顾客盈门，小吃更是云集，也许一家不显眼的小店就有数十年的历史。毕竟是烟火人间，沿街每隔一段距离便挖了一两口水井。KOL潮玩潮安 潮州·潮安 富龙大哥的微博视频 收起","来广东潮安，必然会到牌坊街游玩，首先映入眼帘的是广济门城楼，这是一座宫殿式三层歇山顶阁楼，壮观得很，民间俗称“东门楼”，列潮州古城中七座城楼之首。牌坊街地处古城中心，长2公里，沿街有22座明清古牌坊，其中明代的18座，清代的4座，前后历经268年，无论是数量还是种类，均为全国之最。每座展开,来广东潮安，必然会到牌坊街游玩，首先映入眼帘的是广济门城楼，这是一座宫殿式三层歇山顶阁楼，壮观得很，民间俗称“东门楼”，列潮州古城中七座城楼之首。牌坊街地处古城中心，长2公里，沿街有22座明清古牌坊，其中明代的18座，清代的4座，前后历经268年，无论是数量还是种类，均为全国之最。每座牌坊各有其名，有状元坊、榜眼坊、尚书坊、柱史坊、大总制坊、四进士坊、七俊坊，还有八十八岁中进士的木天人瑞坊、父子兄弟俱中进士的科甲济美坊、金榜联芳坊等，或表彰科考状元，或赞扬忠节孝义，或歌颂功德功名，每座牌坊都有一段辉煌的历史，背后都有一个故事。不光有牌坊，满大街都开着店，卖着你想要的东西，顾客盈门，小吃更是云集，也许一家不显眼的小店就有数十年的历史。毕竟是烟火人间，沿街每隔一段距离便挖了一两口水井。KOL潮玩潮安 潮州·潮安 富龙大哥的微博视频 收起",,古城,545,positive,0.9977568984031677,11
古城,【潮州古城，古桥古楼古牌坊古刹林立，潮州旅游最不容错过的地方】潮州古城，古桥古楼古牌坊古刹林立，潮州旅游最不容错过的地方 ,【潮州古城，古桥古楼古牌坊古刹林立，潮州旅游最不容错过的地方】潮州古城，古桥古楼古牌坊古刹林立，潮州旅游最不容错过的地方 ,,古城,546,positive,0.9631779789924622,19
古城,【古城】潮州古城的城楼和牌坊街：广东，潮州：2021年4月3日 ,【古城】潮州古城的城楼和牌坊街：广东，潮州：2021年4月3日 ,,古城,547,positive,0.9919622540473938,10
古城,美麗的潮州古城 潮州·潮州广济桥牌坊街 Yan嬌嬌Yan的微博视频 ,美麗的潮州古城 潮州·潮州广济桥牌坊街 Yan嬌嬌Yan的微博视频 ,,古城,548,positive,0.8049325942993164,10
美食,潮州古城 太好拍了，牌坊街逛吃不能停车轮饼是我吃过最好吃的， 潮州美食潮州 ,潮州古城 太好拍了，牌坊街逛吃不能停车轮饼是我吃过最好吃的， 潮州美食潮州 ,,美食,549,positive,0.9982947707176208,19
古城,潮州旅游攻略，吃的满足，逛的充实P2-4一百块在潮州能吃什么P5-8逛潮州古城：牌坊街，西马路，开元路，甲第巷P9潮州实用信息（via.鹿小粉LL ) ,潮州旅游攻略，吃的满足，逛的充实P2-4一百块在潮州能吃什么P5-8逛潮州古城：牌坊街，西马路，开元路，甲第巷P9潮州实用信息（via.鹿小粉LL ) ,,古城,550,positive,0.99928879737854,19
美食,潮州潮州古城，承载繁华城镇的百年历史，22座牌坊与连绵数里的骑楼建筑。住在牌坊街，窗外即可见广济楼和广济桥的夜景灯光。夜游潮州古城，逛不完的夜市，尝不尽的美食，赏不完的美景  潮州·牌坊街 向日葵里的凤凰花的微博视频 ,潮州潮州古城，承载繁华城镇的百年历史，22座牌坊与连绵数里的骑楼建筑。住在牌坊街，窗外即可见广济楼和广济桥的夜景灯光。夜游潮州古城，逛不完的夜市，尝不尽的美食，赏不完的美景  潮州·牌坊街 向日葵里的凤凰花的微博视频 ,,美食,551,positive,0.9994045495986938,4
环境,每座牌坊都承载着大量的历史文化信息，以及令人难忘的历史故事。牌坊街内店铺林立，潮州老字号、地方特色店铺鳞次栉比。多项特点与特色的复合，使牌坊街被誉为“天下第一牌坊街”，成为展示潮州古城文化内涵、历史风貌和艺术特色，激发古城区经济活力的历史文化景观。 潮州·牌坊街潮州小食 ,每座牌坊都承载着大量的历史文化信息，以及令人难忘的历史故事。牌坊街内店铺林立，潮州老字号、地方特色店铺鳞次栉比。多项特点与特色的复合，使牌坊街被誉为“天下第一牌坊街”，成为展示潮州古城文化内涵、历史风貌和艺术特色，激发古城区经济活力的历史文化景观。 潮州·牌坊街潮州小食 ,,环境,552,positive,0.9988059997558594,4
古城,潮州开元寺（五）古城之夜夜晚被点亮的开元寺大门是潮州古城夜景的一部分。虽然寺院夜间不开放，但一个人走在潮州牌坊街，感受这些静静发出淡黄色光的建筑散发出来的魅力，是一件太舒服的事情了。特别佩服潮州古城夜景工程的团队。驴友古建筑摄影摄影不凡潮州 ,潮州开元寺（五）古城之夜夜晚被点亮的开元寺大门是潮州古城夜景的一部分。虽然寺院夜间不开放，但一个人走在潮州牌坊街，感受这些静静发出淡黄色光的建筑散发出来的魅力，是一件太舒服的事情了。特别佩服潮州古城夜景工程的团队。驴友古建筑摄影摄影不凡潮州 ,,古城,553,positive,0.9997722506523132,8
古城,今天行程匆匆青澳岛潮州古城牌坊街汕头小公园推荐青澳半山逸景阳光云海酒店能看海和风车天气好能看到日出溜了溜了～ ,今天行程匆匆青澳岛潮州古城牌坊街汕头小公园推荐青澳半山逸景阳光云海酒店能看海和风车天气好能看到日出溜了溜了～ ,,古城,554,positive,0.9993425011634827,8
古城,短暂的小休憩，夜晚在古城牌坊街逛一逛微博视频号计划不止旅行 潮州 _KKKAI麦尔的微博视频 ,短暂的小休憩，夜晚在古城牌坊街逛一逛微博视频号计划不止旅行 潮州 _KKKAI麦尔的微博视频 ,,古城,555,positive,0.9978007674217224,5
美食,  ·  潮州牌坊街·网罗潮汕本地美食 / 潮州古城区牌坊街 /这里 承载繁华城镇的百年历史22座牌坊与连绵数里的骑楼建筑via珺珺珺儿_ ,  ·  潮州牌坊街·网罗潮汕本地美食 / 潮州古城区牌坊街 /这里 承载繁华城镇的百年历史22座牌坊与连绵数里的骑楼建筑via珺珺珺儿_ ,,美食,556,positive,0.9992159605026245,10
美食,"· 潮州牌坊街·网罗潮汕本地美食- / 潮州古城区牌坊街 /这里 承载繁华城镇的百年历史22座牌坊与连绵数里的骑楼建筑 / 土生土长潮州人爱吃的店 /阿彬牛肉火锅(东门街32-34号)：各式牛肉、炒牛肉粿条胡荣泉展开,· 潮州牌坊街·网罗潮汕本地美食- / 潮州古城区牌坊街 /这里 承载繁华城镇的百年历史22座牌坊与连绵数里的骑楼建筑 / 土生土长潮州人爱吃的店 /阿彬牛肉火锅(东门街32-34号)：各式牛肉、炒牛肉粿条胡荣泉(太平路136-144号)：鸭母捻、炸饺子、沙茶面、春卷、腐乳饼老柯特色小食(环城东路)：蚝爽、酸甜芙蓉饺、蚵仔煎官塘锋记鱼生(上水门街23号)：鱼生盘、象拔蚌粥、凉拌鱼皮夏野后院·茶馆(义井巷7号)：茶文化品茗其他特色小吃：甘草水果盘、肠粉、粿汁、草粿、海石花、糖葱饼等，在街上遇到就随意吃叭建议购买的手信：凤凰单丛茶、潮州三宝（老香黄佛手、老药桔、黄皮豉）- 潮州｜湘桥区东门东中城脚15号 建议游玩时间｜请留下半天在这里哦 游玩攻略｜边逛边吃边买边拍照，-名字带着味道的城市带着微博去旅行爱上这座城 @活力广东 @乐游广东 潮州·牌坊街 收起","· 潮州牌坊街·网罗潮汕本地美食- / 潮州古城区牌坊街 /这里 承载繁华城镇的百年历史22座牌坊与连绵数里的骑楼建筑 / 土生土长潮州人爱吃的店 /阿彬牛肉火锅(东门街32-34号)：各式牛肉、炒牛肉粿条胡荣泉展开,· 潮州牌坊街·网罗潮汕本地美食- / 潮州古城区牌坊街 /这里 承载繁华城镇的百年历史22座牌坊与连绵数里的骑楼建筑 / 土生土长潮州人爱吃的店 /阿彬牛肉火锅(东门街32-34号)：各式牛肉、炒牛肉粿条胡荣泉(太平路136-144号)：鸭母捻、炸饺子、沙茶面、春卷、腐乳饼老柯特色小食(环城东路)：蚝爽、酸甜芙蓉饺、蚵仔煎官塘锋记鱼生(上水门街23号)：鱼生盘、象拔蚌粥、凉拌鱼皮夏野后院·茶馆(义井巷7号)：茶文化品茗其他特色小吃：甘草水果盘、肠粉、粿汁、草粿、海石花、糖葱饼等，在街上遇到就随意吃叭建议购买的手信：凤凰单丛茶、潮州三宝（老香黄佛手、老药桔、黄皮豉）- 潮州｜湘桥区东门东中城脚15号 建议游玩时间｜请留下半天在这里哦 游玩攻略｜边逛边吃边买边拍照，-名字带着味道的城市带着微博去旅行爱上这座城 @活力广东 @乐游广东 潮州·牌坊街 收起",,美食,557,positive,0.9990472197532654,10
文化,"【南方网红带你寻宝，这样的潮州你爱了吗】中国文化和自然遗产日 从韩文公祠出发，过广济桥、牌坊街，到北阁佛灯、许驸马府，经中山路到涵碧楼。一路上感受从古到今，世纪轮回。更有潮州非遗展演让你大饱眼福。今天是文化和自然遗产日，南方网红、金牌拍客带你一起游览新鲜出炉的潮州古城历史文展开,【南方网红带你寻宝，这样的潮州你爱了吗】中国文化和自然遗产日 从韩文公祠出发，过广济桥、牌坊街，到北阁佛灯、许驸马府，经中山路到涵碧楼。一路上感受从古到今，世纪轮回。更有潮州非遗展演让你大饱眼福。今天是文化和自然遗产日，南方网红、金牌拍客带你一起游览新鲜出炉的潮州古城历史文化游径，这样的潮州你爱了吗  南方日报的微博视频 收起","【南方网红带你寻宝，这样的潮州你爱了吗】中国文化和自然遗产日 从韩文公祠出发，过广济桥、牌坊街，到北阁佛灯、许驸马府，经中山路到涵碧楼。一路上感受从古到今，世纪轮回。更有潮州非遗展演让你大饱眼福。今天是文化和自然遗产日，南方网红、金牌拍客带你一起游览新鲜出炉的潮州古城历史文展开,【南方网红带你寻宝，这样的潮州你爱了吗】中国文化和自然遗产日 从韩文公祠出发，过广济桥、牌坊街，到北阁佛灯、许驸马府，经中山路到涵碧楼。一路上感受从古到今，世纪轮回。更有潮州非遗展演让你大饱眼福。今天是文化和自然遗产日，南方网红、金牌拍客带你一起游览新鲜出炉的潮州古城历史文化游径，这样的潮州你爱了吗  南方日报的微博视频 收起",,文化,558,positive,0.9990381002426147,10
古城,旅行潮州 周一的牌坊街一改周末熙熙攘攘的模样，空空荡荡的街道真的让人颇不习惯。不过潮州古城静谧安逸的一面，确实很讨喜。 ,旅行潮州 周一的牌坊街一改周末熙熙攘攘的模样，空空荡荡的街道真的让人颇不习惯。不过潮州古城静谧安逸的一面，确实很讨喜。 ,,古城,559,positive,0.9990463852882385,14
古城,"潮州，一座粤东古城。中国瓷都，著名侨乡。这次五一去潮州主要体验了人文风景，一天时间将市内逛了个大概图一是潮州火车站，潮州站目前只有普速火车，出来坐101公交车去市区，可以刷支付宝图二是潮州古城著名的牌坊街，牌坊上都是历朝历代当官或考学后功成名就了回来立牌坊图三为潮州古城门图四到展开,潮州，一座粤东古城。中国瓷都，著名侨乡。这次五一去潮州主要体验了人文风景，一天时间将市内逛了个大概图一是潮州火车站，潮州站目前只有普速火车，出来坐101公交车去市区，可以刷支付宝图二是潮州古城著名的牌坊街，牌坊上都是历朝历代当官或考学后功成名就了回来立牌坊图三为潮州古城门图四到图七为中国四大古桥广济桥，广济桥神奇之处在于中间一部分是浮桥搭建见图四，晚上五点半会撤走浮桥，容船通过图八为潮州当地矿泉水图九为潮汕高铁站旁边即将拆迁的老房子 潮州 收起","潮州，一座粤东古城。中国瓷都，著名侨乡。这次五一去潮州主要体验了人文风景，一天时间将市内逛了个大概图一是潮州火车站，潮州站目前只有普速火车，出来坐101公交车去市区，可以刷支付宝图二是潮州古城著名的牌坊街，牌坊上都是历朝历代当官或考学后功成名就了回来立牌坊图三为潮州古城门图四到展开,潮州，一座粤东古城。中国瓷都，著名侨乡。这次五一去潮州主要体验了人文风景，一天时间将市内逛了个大概图一是潮州火车站，潮州站目前只有普速火车，出来坐101公交车去市区，可以刷支付宝图二是潮州古城著名的牌坊街，牌坊上都是历朝历代当官或考学后功成名就了回来立牌坊图三为潮州古城门图四到图七为中国四大古桥广济桥，广济桥神奇之处在于中间一部分是浮桥搭建见图四，晚上五点半会撤走浮桥，容船通过图八为潮州当地矿泉水图九为潮汕高铁站旁边即将拆迁的老房子 潮州 收起",,古城,560,positive,0.9982534050941467,11
古城,"续发:图一:潮州古城标志--广济楼城门夜景图二:古城墙上望入城内，右边建筑是广济楼图三:一座学术馆，不记得名字了图四:古城内景图五、六:潮州古人为了方便取水，在城内挖了许多古井，这是其中两座图七:牌坊街夜景图八:城内的一家古玩店，卖，也做收购图九:胃痛到走不动路的我，坐在街边的小凳展开,续发:图一:潮州古城标志--广济楼城门夜景图二:古城墙上望入城内，右边建筑是广济楼图三:一座学术馆，不记得名字了图四:古城内景图五、六:潮州古人为了方便取水，在城内挖了许多古井，这是其中两座图七:牌坊街夜景图八:城内的一家古玩店，卖，也做收购图九:胃痛到走不动路的我，坐在街边的小凳上休息了半小时 深圳·壹方中心 收起","续发:图一:潮州古城标志--广济楼城门夜景图二:古城墙上望入城内，右边建筑是广济楼图三:一座学术馆，不记得名字了图四:古城内景图五、六:潮州古人为了方便取水，在城内挖了许多古井，这是其中两座图七:牌坊街夜景图八:城内的一家古玩店，卖，也做收购图九:胃痛到走不动路的我，坐在街边的小凳展开,续发:图一:潮州古城标志--广济楼城门夜景图二:古城墙上望入城内，右边建筑是广济楼图三:一座学术馆，不记得名字了图四:古城内景图五、六:潮州古人为了方便取水，在城内挖了许多古井，这是其中两座图七:牌坊街夜景图八:城内的一家古玩店，卖，也做收购图九:胃痛到走不动路的我，坐在街边的小凳上休息了半小时 深圳·壹方中心 收起",,古城,561,positive,0.9524937868118286,5
文化,"五一潮汕行D2 第二天从汕头来到潮州市区，这里坐落着一座古城，古老的城墙很有中原的味道。沿着古城一条叫做“牌坊街”的步行街，由于潮州市自古能人异士辈出，每出一个人才，就立一座牌坊，因此得名“牌坊街”。相比云南大理古城、丽江古城，感觉潮州古城在展示本土文化方面做的更加到位，古城要的是展开,五一潮汕行D2 第二天从汕头来到潮州市区，这里坐落着一座古城，古老的城墙很有中原的味道。沿着古城一条叫做“牌坊街”的步行街，由于潮州市自古能人异士辈出，每出一个人才，就立一座牌坊，因此得名“牌坊街”。相比云南大理古城、丽江古城，感觉潮州古城在展示本土文化方面做的更加到位，古城要的是体现古文化，开了太多麦当劳只会掉价。在牌坊街一个小巷中，偶然发现了一家“瀛洲酒店”，现已由投资者改名为“瀛洲设计酒店”，参观了一下酒店的设计理念，顺便在他们家的狮头鹅餐厅吃了鹅肉饭，鹅肝味道极好，老板还在我们吃完了蔬菜和鹅肝后免费加菜，属实少见 另外，古城靠着韩江，晚上江边夜景不错，夜晚的风吹的非常舒服  Morphling_寒的微博视频 收起","五一潮汕行D2 第二天从汕头来到潮州市区，这里坐落着一座古城，古老的城墙很有中原的味道。沿着古城一条叫做“牌坊街”的步行街，由于潮州市自古能人异士辈出，每出一个人才，就立一座牌坊，因此得名“牌坊街”。相比云南大理古城、丽江古城，感觉潮州古城在展示本土文化方面做的更加到位，古城要的是展开,五一潮汕行D2 第二天从汕头来到潮州市区，这里坐落着一座古城，古老的城墙很有中原的味道。沿着古城一条叫做“牌坊街”的步行街，由于潮州市自古能人异士辈出，每出一个人才，就立一座牌坊，因此得名“牌坊街”。相比云南大理古城、丽江古城，感觉潮州古城在展示本土文化方面做的更加到位，古城要的是体现古文化，开了太多麦当劳只会掉价。在牌坊街一个小巷中，偶然发现了一家“瀛洲酒店”，现已由投资者改名为“瀛洲设计酒店”，参观了一下酒店的设计理念，顺便在他们家的狮头鹅餐厅吃了鹅肉饭，鹅肝味道极好，老板还在我们吃完了蔬菜和鹅肝后免费加菜，属实少见 另外，古城靠着韩江，晚上江边夜景不错，夜晚的风吹的非常舒服  Morphling_寒的微博视频 收起",,文化,562,positive,0.9998338222503662,4
